t;v
70.27;43.215
70.28;43.215
70.29;43.23
70.3;43.23
70.31;43.22
70.32;43.22
70.33;43.2
70.34;43.2
70.35;43.175
70.36;43.175
70.37;43.175
70.38;43.175
70.39;43.14
70.4;43.14
70.41;43.15
70.42;43.15
70.43;43.165
70.44;43.165
70.45;43.135
70.46;43.135
70.47;43.095
70.48;43.095
70.49;43.115
70.5;43.115
70.51;43.105
70.52;43.105
70.53;43.1
70.54;43.1
70.55;43.075
70.56;43.075
70.57;43.045
70.58;43.045
70.59;43.065
70.6;43.065
70.61;43.035
70.62;43.035
70.63;43.01
70.64;43.01
70.65;43.025
70.66;43.025
70.67;42.995
70.68;42.995
70.69;42.985
70.7;42.985
70.71;42.98
70.72;42.98
70.73;42.915
70.74;42.915
70.75;42.935
70.76;42.935
70.77;42.92
70.78;42.92
70.79;42.89
70.8;42.89
70.81;42.895
70.82;42.895
70.83;42.88
70.84;42.88
70.85;42.875
70.86;42.875
70.87;42.85
70.88;42.85
70.89;42.82
70.9;42.82
70.91;42.79
70.92;42.79
70.93;42.815
70.94;42.815
70.95;42.82
70.96;42.82
70.97;42.815
70.98;42.815
70.99;42.81
71;42.81
71.01;42.785
71.02;42.785
71.03;42.805
71.04;42.805
71.05;42.77
71.06;42.77
71.07;42.72
71.08;42.72
71.09;42.74
71.1;42.74
71.11;42.755
71.12;42.755
71.13;42.71
71.14;42.71
71.15;42.68
71.16;42.68
71.17;42.68
71.18;42.68
71.19;42.675
71.2;42.675
71.21;42.655
71.22;42.655
71.23;42.64
71.24;42.64
71.25;42.6
71.26;42.6
71.27;42.6
71.28;42.6
71.29;42.58
71.3;42.58
71.31;42.57
71.32;42.57
71.33;42.545
71.34;42.545
71.35;42.56
71.36;42.56
71.37;42.545
71.38;42.545
71.39;42.5
71.4;42.5
71.41;42.485
71.42;42.485
71.43;42.51
71.44;42.51
71.45;42.49
71.46;42.49
71.47;42.475
71.48;42.475
71.49;42.43
71.5;42.43
71.51;42.445
71.52;42.445
71.53;42.435
71.54;42.435
71.55;42.415
71.56;42.415
71.57;42.345
71.58;42.345
71.59;42.35
71.6;42.35
71.61;42.375
71.62;42.375
71.63;42.345
71.64;42.345
71.65;42.345
71.66;42.345
71.67;42.3
71.68;42.3
71.69;42.33
71.7;42.33
71.71;42.335
71.72;42.335
71.73;42.29
71.74;42.29
71.75;42.28
71.76;42.28
71.77;42.275
71.78;42.275
71.79;42.305
71.8;42.305
71.81;42.245
71.82;42.245
71.83;42.225
71.84;42.225
71.85;42.225
71.86;42.225
71.87;42.19
71.88;42.19
71.89;42.21
71.9;42.21
71.91;42.205
71.92;42.205
71.93;42.165
71.94;42.165
71.95;42.155
71.96;42.155
71.97;42.155
71.98;42.155
71.99;42.14
72;42.14
72.01;42.15
72.02;42.15
72.03;42.08
72.04;42.08
72.05;42.07
72.06;42.07
72.07;42.07
72.08;42.07
72.09;42.04
72.1;42.04
72.11;42
72.12;42
72.13;42.025
72.14;42.025
72.15;41.985
72.16;41.985
72.17;42
72.18;42
72.19;42.01
72.2;42.01
72.21;41.98
72.22;41.98
72.23;41.925
72.24;41.925
72.25;41.915
72.26;41.915
72.27;41.875
72.28;41.875
72.29;41.86
72.3;41.86
72.31;41.89
72.32;41.89
72.33;41.885
72.34;41.885
72.35;41.875
72.36;41.875
72.37;41.905
72.38;41.905
72.39;41.87
72.4;41.87
72.41;41.84
72.42;41.84
72.43;41.78
72.44;41.78
72.45;41.8
72.46;41.8
72.47;41.79
72.48;41.79
72.49;41.78
72.5;41.78
72.51;41.76
72.52;41.76
72.53;41.73
72.54;41.73
72.55;41.74
72.56;41.74
72.57;41.76
72.58;41.76
72.59;41.75
72.6;41.75
72.61;41.655
72.62;41.655
72.63;41.625
72.64;41.625
72.65;41.64
72.66;41.64
72.67;41.655
72.68;41.655
72.69;41.63
72.7;41.63
72.71;41.635
72.72;41.635
72.73;41.625
72.74;41.625
72.75;41.625
72.76;41.625
72.77;41.57
72.78;41.57
72.79;41.57
72.8;41.57
72.81;41.54
72.82;41.54
72.83;41.515
72.84;41.515
72.85;41.515
72.86;41.515
72.87;41.53
72.88;41.53
72.89;41.47
72.9;41.47
72.91;41.465
72.92;41.465
72.93;41.495
72.94;41.495
72.95;41.505
72.96;41.505
72.97;41.415
72.98;41.415
72.99;41.425
73;41.425
73.01;41.405
73.02;41.405
73.03;41.405
73.04;41.405
73.05;41.42
73.06;41.42
73.07;41.385
73.08;41.385
73.09;41.39
73.1;41.39
73.11;41.35
73.12;41.35
73.13;41.35
73.14;41.35
73.15;41.345
73.16;41.345
73.17;41.315
73.18;41.315
73.19;41.29
73.2;41.29
73.21;41.265
73.22;41.265
73.23;41.26
73.24;41.26
73.25;41.265
73.26;41.265
73.27;41.29
73.28;41.29
73.29;41.255
73.3;41.255
73.31;41.21
73.32;41.21
73.33;41.205
73.34;41.205
73.35;41.22
73.36;41.22
73.37;41.205
73.38;41.205
73.39;41.16
73.4;41.16
73.41;41.15
73.42;41.15
73.43;41.155
73.44;41.155
73.45;41.165
73.46;41.165
73.47;41.115
73.48;41.115
73.49;41.095
73.5;41.095
73.51;41.105
73.52;41.105
73.53;41.085
73.54;41.085
73.55;41.07
73.56;41.07
73.57;41.045
73.58;41.045
73.59;41.04
73.6;41.04
73.61;41.04
73.62;41.04
73.63;41.035
73.64;41.035
73.65;40.985
73.66;40.985
73.67;40.96
73.68;40.96
73.69;40.94
73.7;40.94
73.71;40.97
73.72;40.97
73.73;40.97
73.74;40.97
73.75;40.955
73.76;40.955
73.77;40.925
73.78;40.925
73.79;40.945
73.8;40.945
73.81;40.955
73.82;40.955
73.83;40.9
73.84;40.9
73.85;40.865
73.86;40.865
73.87;40.845
73.88;40.845
73.89;40.84
73.9;40.84
73.91;40.84
73.92;40.84
73.93;40.86
73.94;40.86
73.95;40.83
73.96;40.83
73.97;40.82
73.98;40.82
73.99;40.815
74;40.815
74.01;40.765
74.02;40.765
74.03;40.725
74.04;40.725
74.05;40.745
74.06;40.745
74.07;40.765
74.08;40.765
74.09;40.735
74.1;40.735
74.11;40.735
74.12;40.735
74.13;40.7
74.14;40.7
74.15;40.695
74.16;40.695
74.17;40.7
74.18;40.7
74.19;40.615
74.2;40.615
74.21;40.65
74.22;40.65
74.23;40.64
74.24;40.64
74.25;40.625
74.26;40.625
74.27;40.625
74.28;40.625
74.29;40.615
74.3;40.615
74.31;40.575
74.32;40.575
74.33;40.585
74.34;40.585
74.35;40.555
74.36;40.555
74.37;40.575
74.38;40.575
74.39;40.485
74.4;40.485
74.41;40.475
74.42;40.475
74.43;40.485
74.44;40.485
74.45;40.495
74.46;40.495
74.47;40.51
74.48;40.51
74.49;40.455
74.5;40.455
74.51;40.47
74.52;40.47
74.53;40.49
74.54;40.49
74.55;40.46
74.56;40.46
74.57;40.375
74.58;40.375
74.59;40.37
74.6;40.37
74.61;40.38
74.62;40.38
74.63;40.4
74.64;40.4
74.65;40.385
74.66;40.385
74.67;40.365
74.68;40.365
74.69;40.38
74.7;40.38
74.71;40.375
74.72;40.375
74.73;40.35
74.74;40.35
74.75;40.315
74.76;40.315
74.77;40.33
74.78;40.33
74.79;40.275
74.8;40.275
74.81;40.295
74.82;40.295
74.83;40.295
74.84;40.295
74.85;40.235
74.86;40.235
74.87;40.215
74.88;40.215
74.89;40.245
74.9;40.245
74.91;40.205
74.92;40.205
74.93;40.17
74.94;40.17
74.95;40.19
74.96;40.19
74.97;40.15
74.98;40.15
74.99;40.15
75;40.15
75.01;40.16
75.02;40.16
75.03;40.145
75.04;40.145
75.05;40.155
75.06;40.155
75.07;40.155
75.08;40.155
75.09;40.125
75.1;40.125
75.11;40.105
75.12;40.105
75.13;40.12
75.14;40.12
75.15;40.07
75.16;40.07
75.17;40.045
75.18;40.045
75.19;40.025
75.2;40.025
75.21;40.03
75.22;40.03
75.23;40.045
75.24;40.045
75.25;40.035
75.26;40.035
75.27;39.985
75.28;39.985
75.29;39.965
75.3;39.965
75.31;39.99
75.32;39.99
75.33;40.015
75.34;40.015
75.35;39.98
75.36;39.98
75.37;39.93
75.38;39.93
75.39;39.905
75.4;39.905
75.41;39.905
75.42;39.905
75.43;39.905
75.44;39.905
75.45;39.915
75.46;39.915
75.47;39.9
75.48;39.9
75.49;39.85
75.5;39.85
75.51;39.865
75.52;39.865
75.53;39.88
75.54;39.88
75.55;39.85
75.56;39.85
75.57;39.83
75.58;39.83
75.59;39.82
75.6;39.82
75.61;39.815
75.62;39.815
75.63;39.79
75.64;39.79
75.65;39.805
75.66;39.805
75.67;39.745
75.68;39.745
75.69;39.735
75.7;39.735
75.71;39.735
75.72;39.735
75.73;39.725
75.74;39.725
75.75;39.72
75.76;39.72
75.77;39.705
75.78;39.705
75.79;39.655
75.8;39.655
75.81;39.63
75.82;39.63
75.83;39.615
75.84;39.615
75.85;39.62
75.86;39.62
75.87;39.62
75.88;39.62
75.89;39.595
75.9;39.595
75.91;39.54
75.92;39.54
75.93;39.57
75.94;39.57
75.95;39.57
75.96;39.57
75.97;39.545
75.98;39.545
75.99;39.5
76;39.5
76.01;39.485
76.02;39.485
76.03;39.495
76.04;39.495
76.05;39.51
76.06;39.51
76.07;39.5
76.08;39.5
76.09;39.475
76.1;39.475
76.11;39.48
76.12;39.48
76.13;39.47
76.14;39.47
76.15;39.485
76.16;39.485
76.17;39.445
76.18;39.445
76.19;39.395
76.2;39.395
76.21;39.39
76.22;39.39
76.23;39.395
76.24;39.395
76.25;39.375
76.26;39.375
76.27;39.36
76.28;39.36
76.29;39.345
76.3;39.345
76.31;39.31
76.32;39.31
76.33;39.33
76.34;39.33
76.35;39.305
76.36;39.305
76.37;39.32
76.38;39.32
76.39;39.255
76.4;39.255
76.41;39.23
76.42;39.23
76.43;39.25
76.44;39.25
76.45;39.21
76.46;39.21
76.47;39.22
76.48;39.22
76.49;39.245
76.5;39.245
76.51;39.205
76.52;39.205
76.53;39.195
76.54;39.195
76.55;39.195
76.56;39.195
76.57;39.155
76.58;39.155
76.59;39.125
76.6;39.125
76.61;39.135
76.62;39.135
76.63;39.1
76.64;39.1
76.65;39.11
76.66;39.11
76.67;39.125
76.68;39.125
76.69;39.1
76.7;39.1
76.71;39.08
76.72;39.08
76.73;39.075
76.74;39.075
76.75;39.055
76.76;39.055
76.77;39.055
76.78;39.055
76.79;39.015
76.8;39.015
76.81;39.02
76.82;39.02
76.83;38.99
76.84;38.99
76.85;39.005
76.86;39.005
76.87;38.98
76.88;38.98
76.89;38.995
76.9;38.995
76.91;38.97
76.92;38.97
76.93;38.93
76.94;38.93
76.95;38.93
76.96;38.93
76.97;38.925
76.98;38.925
76.99;38.905
77;38.905
77.01;38.9
77.02;38.9
77.03;38.9
77.04;38.9
77.05;38.91
77.06;38.91
77.07;38.885
77.08;38.885
77.09;38.86
77.1;38.86
77.11;38.83
77.12;38.83
77.13;38.825
77.14;38.825
77.15;38.82
77.16;38.82
77.17;38.785
77.18;38.785
77.19;38.79
77.2;38.79
77.21;38.77
77.22;38.77
77.23;38.78
77.24;38.78
77.25;38.735
77.26;38.735
77.27;38.735
77.28;38.735
77.29;38.72
77.3;38.72
77.31;38.69
77.32;38.69
77.33;38.67
77.34;38.67
77.35;38.665
77.36;38.665
77.37;38.67
77.38;38.67
77.39;38.665
77.4;38.665
77.41;38.65
77.42;38.65
77.43;38.64
77.44;38.64
77.45;38.61
77.46;38.61
77.47;38.585
77.48;38.585
77.49;38.595
77.5;38.595
77.51;38.58
77.52;38.58
77.53;38.58
77.54;38.58
77.55;38.575
77.56;38.575
77.57;38.555
77.58;38.555
77.59;38.575
77.6;38.575
77.61;38.555
77.62;38.555
77.63;38.54
77.64;38.54
77.65;38.505
77.66;38.505
77.67;38.49
77.68;38.49
77.69;38.44
77.7;38.44
77.71;38.445
77.72;38.445
77.73;38.445
77.74;38.445
77.75;38.415
77.76;38.415
77.77;38.415
77.78;38.415
77.79;38.42
77.8;38.42
77.81;38.44
77.82;38.44
77.83;38.415
77.84;38.415
77.85;38.405
77.86;38.405
77.87;38.32
77.88;38.32
77.89;38.29
77.9;38.29
77.91;38.315
77.92;38.315
77.93;38.325
77.94;38.325
77.95;38.32
77.96;38.32
77.97;38.31
77.98;38.31
77.99;38.295
78;38.295
78.01;38.305
78.02;38.305
78.03;38.295
78.04;38.295
78.05;38.25
78.06;38.25
78.07;38.255
78.08;38.255
78.09;38.23
78.1;38.23
78.11;38.215
78.12;38.215
78.13;38.235
78.14;38.235
78.15;38.235
78.16;38.235
78.17;38.21
78.18;38.21
78.19;38.215
78.2;38.215
78.21;38.19
78.22;38.19
78.23;38.18
78.24;38.18
78.25;38.15
78.26;38.15
78.27;38.12
78.28;38.12
78.29;38.11
78.3;38.11
78.31;38.13
78.32;38.13
78.33;38.07
78.34;38.07
78.35;38.1
78.36;38.1
78.37;38.085
78.38;38.085
78.39;38.105
78.4;38.105
78.41;38.055
78.42;38.055
78.43;38.015
78.44;38.015
78.45;37.98
78.46;37.98
78.47;38.01
78.48;38.01
78.49;37.98
78.5;37.98
78.51;37.975
78.52;37.975
78.53;37.97
78.54;37.97
78.55;37.935
78.56;37.935
78.57;37.965
78.58;37.965
78.59;37.9
78.6;37.9
78.61;37.835
78.62;37.835
78.63;37.825
78.64;37.825
78.65;37.835
78.66;37.835
78.67;37.835
78.68;37.835
78.69;37.805
78.7;37.805
78.71;37.805
78.72;37.805
78.73;37.785
78.74;37.785
78.75;37.805
78.76;37.805
78.77;37.785
78.78;37.785
78.79;37.76
78.8;37.76
78.81;37.715
78.82;37.715
78.83;37.73
78.84;37.73
78.85;37.72
78.86;37.72
78.87;37.745
78.88;37.745
78.89;37.76
78.9;37.76
78.91;37.735
78.92;37.735
78.93;37.73
78.94;37.73
78.95;37.745
78.96;37.745
78.97;37.705
78.98;37.705
78.99;37.68
79;37.68
79.01;37.665
79.02;37.665
79.03;37.635
79.04;37.635
79.05;37.62
79.06;37.62
79.07;37.645
79.08;37.645
79.09;37.665
79.1;37.665
79.11;37.675
79.12;37.675
79.13;37.585
79.14;37.585
79.15;37.615
79.16;37.615
79.17;37.62
79.18;37.62
79.19;37.56
79.2;37.56
79.21;37.56
79.22;37.56
79.23;37.515
79.24;37.515
79.25;37.49
79.26;37.49
79.27;37.485
79.28;37.485
79.29;37.485
79.3;37.485
79.31;37.46
79.32;37.46
79.33;37.47
79.34;37.47
79.35;37.45
79.36;37.45
79.37;37.425
79.38;37.425
79.39;37.405
79.4;37.405
79.41;37.4
79.42;37.4
79.43;37.395
79.44;37.395
79.45;37.37
79.46;37.37
79.47;37.35
79.48;37.35
79.49;37.36
79.5;37.36
79.51;37.335
79.52;37.335
79.53;37.32
79.54;37.32
79.55;37.28
79.56;37.28
79.57;37.275
79.58;37.275
79.59;37.255
79.6;37.255
79.61;37.235
79.62;37.235
79.63;37.25
79.64;37.25
79.65;37.275
79.66;37.275
79.67;37.225
79.68;37.225
79.69;37.255
79.7;37.255
79.71;37.265
79.72;37.265
79.73;37.225
79.74;37.225
79.75;37.21
79.76;37.21
79.77;37.17
79.78;37.17
79.79;37.155
79.8;37.155
79.81;37.145
79.82;37.145
79.83;37.14
79.84;37.14
79.85;37.13
79.86;37.13
79.87;37.14
79.88;37.14
79.89;37.11
79.9;37.11
79.91;37.11
79.92;37.11
79.93;37.1
79.94;37.1
79.95;37.075
79.96;37.075
79.97;37.095
79.98;37.095
79.99;37.1
80;37.1
80.01;37.025
80.02;37.025
80.03;37
80.04;37
80.05;36.975
80.06;36.975
80.07;37
80.08;37
80.09;36.985
80.1;36.985
80.11;36.99
80.12;36.99
80.13;36.955
80.14;36.955
80.15;36.945
80.16;36.945
80.17;36.94
80.18;36.94
80.19;36.905
80.2;36.905
80.21;36.875
80.22;36.875
80.23;36.895
80.24;36.895
80.25;36.88
80.26;36.88
80.27;36.84
80.28;36.84
80.29;36.835
80.3;36.835
80.31;36.83
80.32;36.83
80.33;36.795
80.34;36.795
80.35;36.79
80.36;36.79
80.37;36.805
80.38;36.805
80.39;36.76
80.4;36.76
80.41;36.77
80.42;36.77
80.43;36.75
80.44;36.75
80.45;36.755
80.46;36.755
80.47;36.725
80.48;36.725
80.49;36.73
80.5;36.73
80.51;36.695
80.52;36.695
80.53;36.66
80.54;36.66
80.55;36.675
80.56;36.675
80.57;36.635
80.58;36.635
80.59;36.615
80.6;36.615
80.61;36.645
80.62;36.645
80.63;36.625
80.64;36.625
80.65;36.595
80.66;36.595
80.67;36.595
80.68;36.595
80.69;36.57
80.7;36.57
80.71;36.555
80.72;36.555
80.73;36.525
80.74;36.525
80.75;36.52
80.76;36.52
80.77;36.47
80.78;36.47
80.79;36.46
80.8;36.46
80.81;36.485
80.82;36.485
80.83;36.51
80.84;36.51
80.85;36.47
80.86;36.47
80.87;36.475
80.88;36.475
80.89;36.425
80.9;36.425
80.91;36.435
80.92;36.435
80.93;36.43
80.94;36.43
80.95;36.41
80.96;36.41
80.97;36.375
80.98;36.375
80.99;36.39
81;36.39
81.01;36.385
81.02;36.385
81.03;36.405
81.04;36.405
81.05;36.345
81.06;36.345
81.07;36.375
81.08;36.375
81.09;36.36
81.1;36.36
81.11;36.355
81.12;36.355
81.13;36.295
81.14;36.295
81.15;36.26
81.16;36.26
81.17;36.22
81.18;36.22
81.19;36.25
81.2;36.25
81.21;36.25
81.22;36.25
81.23;36.245
81.24;36.245
81.25;36.24
81.26;36.24
81.27;36.21
81.28;36.21
81.29;36.215
81.3;36.215
81.31;36.205
81.32;36.205
81.33;36.125
81.34;36.125
81.35;36.14
81.36;36.14
81.37;36.14
81.38;36.14
81.39;36.125
81.4;36.125
81.41;36.1
81.42;36.1
81.43;36.105
81.44;36.105
81.45;36.07
81.46;36.07
81.47;36.055
81.48;36.055
81.49;36.09
81.5;36.09
81.51;36.07
81.52;36.07
81.53;36.065
81.54;36.065
81.55;36.095
81.56;36.095
81.57;36.05
81.58;36.05
81.59;36.025
81.6;36.025
81.61;36.02
81.62;36.02
81.63;36.015
81.64;36.015
81.65;36.025
81.66;36.025
81.67;36.04
81.68;36.04
81.69;36.025
81.7;36.025
81.71;35.995
81.72;35.995
81.73;35.97
81.74;35.97
81.75;36
81.76;36
81.77;35.96
81.78;35.96
81.79;35.94
81.8;35.94
81.81;35.945
81.82;35.945
81.83;35.94
81.84;35.94
81.85;35.895
81.86;35.895
81.87;35.875
81.88;35.875
81.89;35.9
81.9;35.9
81.91;35.845
81.92;35.845
81.93;35.82
81.94;35.82
81.95;35.845
81.96;35.845
81.97;35.86
81.98;35.86
81.99;35.83
82;35.83
82.01;35.84
82.02;35.84
82.03;35.76
82.04;35.76
82.05;35.785
82.06;35.785
82.07;35.775
82.08;35.775
82.09;35.75
82.1;35.75
82.11;35.76
82.12;35.76
82.13;35.72
82.14;35.72
82.15;35.69
82.16;35.69
82.17;35.695
82.18;35.695
82.19;35.695
82.2;35.695
82.21;35.68
82.22;35.68
82.23;35.65
82.24;35.65
82.25;35.625
82.26;35.625
82.27;35.625
82.28;35.625
82.29;35.645
82.3;35.645
82.31;35.605
82.32;35.605
82.33;35.595
82.34;35.595
82.35;35.585
82.36;35.585
82.37;35.54
82.38;35.54
82.39;35.565
82.4;35.565
82.41;35.585
82.42;35.585
82.43;35.54
82.44;35.54
82.45;35.5
82.46;35.5
82.47;35.51
82.48;35.51
82.49;35.51
82.5;35.51
82.51;35.465
82.52;35.465
82.53;35.42
82.54;35.42
82.55;35.445
82.56;35.445
82.57;35.415
82.58;35.415
82.59;35.415
82.6;35.415
82.61;35.435
82.62;35.435
82.63;35.41
82.64;35.41
82.65;35.405
82.66;35.405
82.67;35.4
82.68;35.4
82.69;35.385
82.7;35.385
82.71;35.345
82.72;35.345
82.73;35.345
82.74;35.345
82.75;35.275
82.76;35.275
82.77;35.29
82.78;35.29
82.79;35.295
82.8;35.295
82.81;35.29
82.82;35.29
82.83;35.27
82.84;35.27
82.85;35.285
82.86;35.285
82.87;35.265
82.88;35.265
82.89;35.26
82.9;35.26
82.91;35.215
82.92;35.215
82.93;35.18
82.94;35.18
82.95;35.18
82.96;35.18
82.97;35.145
82.98;35.145
82.99;35.12
83;35.12
83.01;35.145
83.02;35.145
83.03;35.15
83.04;35.15
83.05;35.12
83.06;35.12
83.07;35.15
83.08;35.15
83.09;35.155
83.1;35.155
83.11;35.1
83.12;35.1
83.13;35.095
83.14;35.095
83.15;35.095
83.16;35.095
83.17;35.085
83.18;35.085
83.19;35.04
83.2;35.04
83.21;35.02
83.22;35.02
83.23;35.01
83.24;35.01
83.25;34.99
83.26;34.99
83.27;35.005
83.28;35.005
83.29;34.985
83.3;34.985
83.31;35.005
83.32;35.005
83.33;34.98
83.34;34.98
83.35;34.925
83.36;34.925
83.37;34.94
83.38;34.94
83.39;34.92
83.4;34.92
83.41;34.875
83.42;34.875
83.43;34.89
83.44;34.89
83.45;34.885
83.46;34.885
83.47;34.855
83.48;34.855
83.49;34.865
83.5;34.865
83.51;34.845
83.52;34.845
83.53;34.845
83.54;34.845
83.55;34.82
83.56;34.82
83.57;34.795
83.58;34.795
83.59;34.775
83.6;34.775
83.61;34.775
83.62;34.775
83.63;34.765
83.64;34.765
83.65;34.755
83.66;34.755
83.67;34.71
83.68;34.71
83.69;34.71
83.7;34.71
83.71;34.705
83.72;34.705
83.73;34.685
83.74;34.685
83.75;34.68
83.76;34.68
83.77;34.705
83.78;34.705
83.79;34.645
83.8;34.645
83.81;34.625
83.82;34.625
83.83;34.615
83.84;34.615
83.85;34.63
83.86;34.63
83.87;34.6
83.88;34.6
83.89;34.605
83.9;34.605
83.91;34.605
83.92;34.605
83.93;34.575
83.94;34.575
83.95;34.6
83.96;34.6
83.97;34.56
83.98;34.56
83.99;34.555
84;34.555
84.01;34.57
84.02;34.57
84.03;34.57
84.04;34.57
84.05;34.54
84.06;34.54
84.07;34.51
84.08;34.51
84.09;34.5
84.1;34.5
84.11;34.5
84.12;34.5
84.13;34.45
84.14;34.45
84.15;34.46
84.16;34.46
84.17;34.455
84.18;34.455
84.19;34.43
84.2;34.43
84.21;34.435
84.22;34.435
84.23;34.415
84.24;34.415
84.25;34.4
84.26;34.4
84.27;34.4
84.28;34.4
84.29;34.41
84.3;34.41
84.31;34.36
84.32;34.36
84.33;34.35
84.34;34.35
84.35;34.365
84.36;34.365
84.37;34.32
84.38;34.32
84.39;34.31
84.4;34.31
84.41;34.3
84.42;34.3
84.43;34.275
84.44;34.275
84.45;34.29
84.46;34.29
84.47;34.26
84.48;34.26
84.49;34.25
84.5;34.25
84.51;34.25
84.52;34.25
84.53;34.27
84.54;34.27
84.55;34.225
84.56;34.225
84.57;34.205
84.58;34.205
84.59;34.2
84.6;34.2
84.61;34.19
84.62;34.19
84.63;34.135
84.64;34.135
84.65;34.125
84.66;34.125
84.67;34.145
84.68;34.145
84.69;34.14
84.7;34.14
84.71;34.145
84.72;34.145
84.73;34.115
84.74;34.115
84.75;34.095
84.76;34.095
84.77;34.1
84.78;34.1
84.79;34.095
84.8;34.095
84.81;34.03
84.82;34.03
84.83;34.04
84.84;34.04
84.85;34
84.86;34
84.87;33.985
84.88;33.985
84.89;34.01
84.9;34.01
84.91;34.015
84.92;34.015
84.93;33.945
84.94;33.945
84.95;33.96
84.96;33.96
84.97;33.985
84.98;33.985
84.99;33.96
85;33.96
85.01;33.965
85.02;33.965
85.03;33.915
85.04;33.915
85.05;33.915
85.06;33.915
85.07;33.875
85.08;33.875
85.09;33.875
85.1;33.875
85.11;33.86
85.12;33.86
85.13;33.865
85.14;33.865
85.15;33.86
85.16;33.86
85.17;33.865
85.18;33.865
85.19;33.86
85.2;33.86
85.21;33.815
85.22;33.815
85.23;33.81
85.24;33.81
85.25;33.795
85.26;33.795
85.27;33.735
85.28;33.735
85.29;33.735
85.3;33.735
85.31;33.755
85.32;33.755
85.33;33.72
85.34;33.72
85.35;33.74
85.36;33.74
85.37;33.71
85.38;33.71
85.39;33.71
85.4;33.71
85.41;33.71
85.42;33.71
85.43;33.695
85.44;33.695
85.45;33.69
85.46;33.69
85.47;33.665
85.48;33.665
85.49;33.645
85.5;33.645
85.51;33.645
85.52;33.645
85.53;33.66
85.54;33.66
85.55;33.625
85.56;33.625
85.57;33.65
85.58;33.65
85.59;33.625
85.6;33.625
85.61;33.585
85.62;33.585
85.63;33.55
85.64;33.55
85.65;33.56
85.66;33.56
85.67;33.56
85.68;33.56
85.69;33.55
85.7;33.55
85.71;33.545
85.72;33.545
85.73;33.54
85.74;33.54
85.75;33.55
85.76;33.55
85.77;33.53
85.78;33.53
85.79;33.55
85.8;33.55
85.81;33.495
85.82;33.495
85.83;33.485
85.84;33.485
85.85;33.485
85.86;33.485
85.87;33.435
85.88;33.435
85.89;33.45
85.9;33.45
85.91;33.39
85.92;33.39
85.93;33.39
85.94;33.39
85.95;33.39
85.96;33.39
85.97;33.4
85.98;33.4
85.99;33.415
86;33.415
86.01;33.375
86.02;33.375
86.03;33.315
86.04;33.315
86.05;33.345
86.06;33.345
86.07;33.33
86.08;33.33
86.09;33.31
86.1;33.31
86.11;33.275
86.12;33.275
86.13;33.255
86.14;33.255
86.15;33.235
86.16;33.235
86.17;33.195
86.18;33.195
86.19;33.205
86.2;33.205
86.21;33.225
86.22;33.225
86.23;33.235
86.24;33.235
86.25;33.17
86.26;33.17
86.27;33.19
86.28;33.19
86.29;33.165
86.3;33.165
86.31;33.135
86.32;33.135
86.33;33.105
86.34;33.105
86.35;33.085
86.36;33.085
86.37;33.1
86.38;33.1
86.39;33.125
86.4;33.125
86.41;33.09
86.42;33.09
86.43;33.055
86.44;33.055
86.45;33.055
86.46;33.055
86.47;33.07
86.48;33.07
86.49;33.065
86.5;33.065
86.51;33.04
86.52;33.04
86.53;33.07
86.54;33.07
86.55;33.03
86.56;33.03
86.57;33.005
86.58;33.005
86.59;32.985
86.6;32.985
86.61;33.005
86.62;33.005
86.63;33
86.64;33
86.65;33.01
86.66;33.01
86.67;32.975
86.68;32.975
86.69;32.95
86.7;32.95
86.71;32.97
86.72;32.97
86.73;32.955
86.74;32.955
86.75;32.93
86.76;32.93
86.77;32.875
86.78;32.875
86.79;32.88
86.8;32.88
86.81;32.88
86.82;32.88
86.83;32.875
86.84;32.875
86.85;32.815
86.86;32.815
86.87;32.835
86.88;32.835
86.89;32.84
86.9;32.84
86.91;32.795
86.92;32.795
86.93;32.775
86.94;32.775
86.95;32.79
86.96;32.79
86.97;32.805
86.98;32.805
86.99;32.75
87;32.75
87.01;32.735
87.02;32.735
87.03;32.745
87.04;32.745
87.05;32.695
87.06;32.695
87.07;32.71
87.08;32.71
87.09;32.745
87.1;32.745
87.11;32.64
87.12;32.64
87.13;32.65
87.14;32.65
87.15;32.655
87.16;32.655
87.17;32.63
87.18;32.63
87.19;32.65
87.2;32.65
87.21;32.635
87.22;32.635
87.23;32.655
87.24;32.655
87.25;32.625
87.26;32.625
87.27;32.61
87.28;32.61
87.29;32.58
87.3;32.58
87.31;32.57
87.32;32.57
87.33;32.57
87.34;32.57
87.35;32.575
87.36;32.575
87.37;32.515
87.38;32.515
87.39;32.525
87.4;32.525
87.41;32.54
87.42;32.54
87.43;32.485
87.44;32.485
87.45;32.49
87.46;32.49
87.47;32.495
87.48;32.495
87.49;32.465
87.5;32.465
87.51;32.435
87.52;32.435
87.53;32.435
87.54;32.435
87.55;32.385
87.56;32.385
87.57;32.395
87.58;32.395
87.59;32.385
87.6;32.385
87.61;32.34
87.62;32.34
87.63;32.345
87.64;32.345
87.65;32.335
87.66;32.335
87.67;32.32
87.68;32.32
87.69;32.29
87.7;32.29
87.71;32.32
87.72;32.32
87.73;32.345
87.74;32.345
87.75;32.235
87.76;32.235
87.77;32.25
87.78;32.25
87.79;32.255
87.8;32.255
87.81;32.18
87.82;32.18
87.83;32.165
